epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,319.507,1.36784,2.14464,1.20974,1.62845,0.61912,0.59204,0.56688,0.28357,0.61388,0.58533,0.555,0.27139,1.69771,2.76554,1.66297,1.97565,0.0015974,0.0015974,0.0015974
63,324.477,1.33905,2.10294,1.20302,1.61941,0.67431,0.57711,0.62666,0.33555,0.69468,0.58706,0.63763,0.32465,1.64307,2.70581,1.52944,1.89783,0.0015908,0.0015908,0.0015908
64,329.489,1.32,2.05396,1.15811,1.61587,0.68369,0.56716,0.62566,0.33275,0.69731,0.57711,0.64058,0.32727,1.62317,2.57263,1.48594,1.87608,0.0015842,0.0015842,0.0015842
65,334.605,1.32931,2.0931,1.17928,1.60469,0.7233,0.54726,0.62294,0.3182,0.71693,0.55442,0.61484,0.31704,1.7082,2.8808,1.47431,1.98874,0.0015776,0.0015776,0.0015776
66,339.526,1.30433,2.03853,1.12179,1.58089,0.61333,0.59204,0.61697,0.33242,0.62163,0.59668,0.61993,0.31827,1.62459,2.75313,1.47293,1.86014,0.001571,0.001571,0.001571
67,344.489,1.29652,2.06228,1.11013,1.573,0.61549,0.58209,0.59467,0.32405,0.64264,0.54726,0.61318,0.30429,1.65973,2.68876,1.44826,1.97516,0.0015644,0.0015644,0.0015644
68,349.656,1.32065,2.05657,1.13839,1.59271,0.6356,0.60744,0.62913,0.32855,0.64178,0.61502,0.61383,0.32161,1.6313,2.80292,1.51747,1.89624,0.0015578,0.0015578,0.0015578
69,354.736,1.35269,2.11841,1.16816,1.63815,0.59863,0.57137,0.56987,0.30513,0.61834,0.59647,0.5998,0.30409,1.66867,2.85544,1.54723,1.94251,0.0015512,0.0015512,0.0015512
70,359.652,1.32733,2.08237,1.13902,1.58089,0.6238,0.60222,0.64515,0.34777,0.62633,0.60199,0.63172,0.33577,1.61096,2.74575,1.45162,1.84972,0.0015446,0.0015446,0.0015446
71,364.688,1.30054,2.07791,1.1268,1.58282,0.58154,0.58209,0.6074,0.32484,0.58141,0.58738,0.60702,0.31865,1.59526,2.7348,1.58008,1.82451,0.001538,0.001538,0.001538
