epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,210.863,1.5033,2.3525,1.45092,1.79315,0.54873,0.56716,0.56064,0.29718,0.56727,0.57711,0.58468,0.30211,1.63715,2.54936,1.6798,1.9234,0.0017426,0.0017426,0.0017426
41,215.805,1.50631,2.28195,1.43031,1.80623,0.61896,0.50249,0.52037,0.26496,0.61829,0.49751,0.52463,0.25442,1.69009,2.88231,1.74048,1.99329,0.001736,0.001736,0.001736
42,220.659,1.48465,2.27255,1.40151,1.7587,0.55283,0.5228,0.51905,0.26282,0.64147,0.50737,0.54197,0.26822,1.73378,2.7535,1.63401,2.00853,0.0017294,0.0017294,0.0017294
43,225.783,1.47419,2.31953,1.42193,1.78971,0.67144,0.50836,0.57147,0.30953,0.68458,0.51831,0.58016,0.29955,1.67461,2.62434,1.64259,1.95289,0.0017228,0.0017228,0.0017228
44,231.045,1.51576,2.28823,1.39626,1.79887,0.62644,0.57711,0.5861,0.29156,0.57492,0.58706,0.58216,0.28916,1.73811,2.65637,1.68987,1.97841,0.0017162,0.0017162,0.0017162
45,235.867,1.49554,2.30451,1.40659,1.78623,0.52743,0.56716,0.53399,0.26714,0.51629,0.56219,0.52832,0.26039,1.71421,2.71603,1.75703,1.97308,0.0017096,0.0017096,0.0017096
46,240.706,1.47288,2.29607,1.40171,1.75372,0.65804,0.50746,0.51741,0.25562,0.68986,0.53234,0.57188,0.27738,1.73778,2.60317,1.7223,2.01569,0.001703,0.001703,0.001703
47,245.598,1.45401,2.26319,1.38257,1.72857,0.60357,0.64386,0.62519,0.33869,0.60981,0.62687,0.62774,0.3383,1.56164,2.48202,1.56426,1.80984,0.0016964,0.0016964,0.0016964
48,250.568,1.43343,2.25979,1.33019,1.70929,0.54977,0.61194,0.59697,0.32378,0.56387,0.63184,0.6183,0.31557,1.65005,2.54677,1.54859,1.85725,0.0016898,0.0016898,0.0016898
49,255.723,1.43684,2.19006,1.29612,1.71189,0.59571,0.49751,0.53431,0.27881,0.59527,0.52239,0.54703,0.24757,1.62776,2.7647,1.66512,1.9005,0.0016832,0.0016832,0.0016832
